MB214 Q0 305848278581387265 1 10.295075 2013-2014-baseline# TResult(id:305848278581387265, rsv:10.295075416564941, screen_name:cincottapeter, epoch:1361754886, text:@gallit_z Common Core is a U.S. thing.  Common standards for math and english/language arts.  We are in the middle of the transition now., followers_count:254, statuses_count:1465, lang:null, in_reply_to_status_id:305847516530884609, in_reply_to_user_id:183925841, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 297823685841149952 70 7.222746 2013-2014-baseline# TResult(id:297823685841149952, rsv:7.222745895385742, screen_name:vaughn_shelly, epoch:1359841674, text:Ind. teachers inform parents about common core http://t.co/kkn5Uzby #edchat, followers_count:82, statuses_count:273, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 306498349572431874 71 7.222746 2013-2014-baseline# TResult(id:306498349572431874, rsv:7.222745895385742, screen_name:green32000, epoch:1361909875, text:The Fatal Flaw of the Common Core http://t.co/DWVb1Ddfws via @DianeRavitch, followers_count:2002, statuses_count:1715, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 303255015928262656 72 7.222746 2013-2014-baseline# TResult(id:303255015928262656, rsv:7.222745895385742, screen_name:michaelaraner, epoch:1361136604, text:How Will Common Core Change What We Do? http://t.co/9vFf72JA, followers_count:1987, statuses_count:727, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 307129525219778562 73 7.222746 2013-2014-baseline# TResult(id:307129525219778562, rsv:7.222745895385742, screen_name:Curriki, epoch:1362060359, text:Common Core and Educational Technology site http://t.co/oSvv84RKQv #edtech #commoncore, followers_count:2406, statuses_count:7328, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 301635343491403776 74 7.218162 2013-2014-baseline# TResult(id:301635343491403776, rsv:7.218161582946777, screen_name:RobertSeaton2, epoch:1360750444, text:Common proxy vote ccproxy core 974.3.1: .jzM, followers_count:42, statuses_count:7594, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 302459989811920896 75 7.218162 2013-2014-baseline# TResult(id:302459989811920896, rsv:7.218161582946777, screen_name:tarawaudby, epoch:1360947055, text:ASCD Express 8.10 - Art as the Heart of the Common Core Standards http://t.co/xaQgHwjp, followers_count:837, statuses_count:189, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 306240563458482178 76 7.218162 2013-2014-baseline# TResult(id:306240563458482178, rsv:7.218161582946777, screen_name:MajJackDowning, epoch:1361848414, text:Wetumpka Tea Party thinks Common Core education standards are indoctrination like that novel 1994. http://t.co/6mFK4gaV7r, followers_count:1327, statuses_count:6950, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 312052329492922368 77 7.218162 2013-2014-baseline# TResult(id:312052329492922368, rsv:7.218161582946777, screen_name:mskinner91, epoch:1363234047, text:Charlotte Danielson on Teaching and the Common Core http://t.co/sNtxEwjZio via @zite #bced, followers_count:93, statuses_count:474, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 305854637171421184 78 7.218162 2013-2014-baseline# TResult(id:305854637171421184, rsv:7.218161582946777, screen_name:sjunkins, epoch:1361756402, text:Parent Road Maps to the Common Core State Standards. http://t.co/OQvy0YAx #21stedchat, followers_count:6126, statuses_count:11418, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 314409272496775168 79 7.218162 2013-2014-baseline# TResult(id:314409272496775168, rsv:7.218161582946777, screen_name:DSouza_Tina, epoch:1363795986, text:Common Core supporter: 'I see the opportunity being squandered' http://t.co/Sq98znZv1D, followers_count:346, statuses_count:38657, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 306972486287904769 80 7.218162 2013-2014-baseline# TResult(id:306972486287904769, rsv:7.218161582946777, screen_name:TheJillJackson, epoch:1362022918, text:Grab YOUR Seat for Our March 4th Common Core Class…everyone’s doin’ it! http://t.co/8rZV8MBO7s, followers_count:656, statuses_count:3828, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 309359389180059649 81 7.218162 2013-2014-baseline# TResult(id:309359389180059649, rsv:7.218161582946777, screen_name:rvoltz, epoch:1362592000, text:Assessments to take up to 10 hours under common core http://t.co/dcBTsWfdLp, followers_count:90, statuses_count:5087, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 301352303498248192 82 7.218162 2013-2014-baseline# TResult(id:301352303498248192, rsv:7.218161582946777, screen_name:kat_byte, epoch:1360682962, text:Common Core Tech Req. Outlined - That should clear it up. http://t.co/gLES6HQB, followers_count:119, statuses_count:2461, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 303497723540299776 83 7.218162 2013-2014-baseline# TResult(id:303497723540299776, rsv:7.218161582946777, screen_name:DigEducation, epoch:1361194470, text:#DigitalCurriculum - A Digital Toolkit for the Common Core - http://t.co/eCcgiReZ #GettingSmart #CommonCore, followers_count:217, statuses_count:28, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 312315371086569473 84 7.218162 2013-2014-baseline# TResult(id:312315371086569473, rsv:7.218161582946777, screen_name:SuptRussell_MSD, epoch:1363296761, text:Mac staff engaged in common core standards and unit development. http://t.co/U165xUEzea, followers_count:10, statuses_count:8, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 311584836559204352 85 7.218162 2013-2014-baseline# TResult(id:311584836559204352, rsv:7.218161582946777, screen_name:CdyeChristy, epoch:1363122588, text:Common Core Grammar 3rd grade Parts of Speech Task Cards http://t.co/Qr7JatWKwF, followers_count:9, statuses_count:4, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 311582831681892353 86 7.218162 2013-2014-baseline# TResult(id:311582831681892353, rsv:7.218161582946777, screen_name:shulsie, epoch:1363122110, text:@smarick Any conservative conflicting on Common Core? Love to hear your thoughts., followers_count:230, statuses_count:561, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 309735949611446272 87 7.218162 2013-2014-baseline# TResult(id:309735949611446272, rsv:7.218161582946777, screen_name:jenreyneri, epoch:1362681779, text:To Dismay of Some Homeschoolers, Curriculum Companies Aligning With Common Core http://t.co/GTASVwbIUr, followers_count:536, statuses_count:393, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 314081105940717568 88 7.218162 2013-2014-baseline# TResult(id:314081105940717568, rsv:7.218161582946777, screen_name:jcwastler, epoch:1363717745, text:@NASSP @mdmassp @ASCD Maryland Edchat #mdedchat tonight at 8PM. Discussing preparing for Common Core., followers_count:284, statuses_count:465, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 311200185327955968 89 7.218162 2013-2014-baseline# TResult(id:311200185327955968, rsv:7.218161582946777, screen_name:mentoringminds, epoch:1363030880, text:New Common Core Reading Resource from Mentoring Minds | #EdNetInsights #CCSS http://t.co/d0Q6SriaUI, followers_count:239, statuses_count:1954, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 308414903255977984 90 7.218162 2013-2014-baseline# TResult(id:308414903255977984, rsv:7.218161582946777, screen_name:distantlearnin1, epoch:1362366817, text:Is the Common Core an Attack on Progressive Education? - http://t.co/LTIEshX9AG, followers_count:0, statuses_count:3197, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 313725219246321664 91 7.218162 2013-2014-baseline# TResult(id:313725219246321664, rsv:7.218161582946777, screen_name:luvskids11, epoch:1363632895, text:The Educational Freedom Coalition: Common Core: What's the Big Deal? http://t.co/B2qtajrwoD, followers_count:3, statuses_count:7, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 299538086629609473 92 7.218162 2013-2014-baseline# TResult(id:299538086629609473, rsv:7.218161582946777, screen_name:LitLifePD, epoch:1360250419, text:"libraries are integral to the success of the Common Core standards" http://t.co/8JUFVbQv #CSS #commoncore, followers_count:1042, statuses_count:159, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 300277185921548289 93 7.218162 2013-2014-baseline# TResult(id:300277185921548289, rsv:7.218161582946777, screen_name:room214, epoch:1360426634, text:NGSS and the common core. How do they match? #edcampstl, followers_count:1262, statuses_count:13069, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 300378998440083456 94 7.218162 2013-2014-baseline# TResult(id:300378998440083456, rsv:7.218161582946777, screen_name:Borderlesslearn, epoch:1360450908, text:Webinar: Building on the Common Core State Standards to Improve Learning for ELLs http://t.co/MeKIvf0x, followers_count:936, statuses_count:4812, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 298945414705606656 95 7.218162 2013-2014-baseline# TResult(id:298945414705606656, rsv:7.218161582946777, screen_name:missmac100, epoch:1360109115, text:Education Week: Pressure Mounts in Some States Against Common Core http://t.co/oh3zs2eu via @educationweek, followers_count:474, statuses_count:6592, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 307875956167680000 96 7.218162 2013-2014-baseline# TResult(id:307875956167680000, rsv:7.218161582946777, screen_name:SPCOdetroit, epoch:1362238322, text:Indiana Among States Acting to Oppose Common Core Standards http://t.co/DuOUukvlBA | http://t.co/3xT0ZY7PWs, followers_count:0, statuses_count:22750, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 313445341737390080 97 7.218162 2013-2014-baseline# TResult(id:313445341737390080, rsv:7.218161582946777, screen_name:Debavellan, epoch:1363566167, text:@VivStCherry @SarahPalinUSA @SenTedCruz Check out researched series on Federal Education Common Core http://t.co/LENbQoDQEm #ProtectChildren, followers_count:1575, statuses_count:16119, lang:null, in_reply_to_status_id:313393219020931072, in_reply_to_user_id:340952746, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 312936971112706048 98 7.218162 2013-2014-baseline# TResult(id:312936971112706048, rsv:7.218161582946777, screen_name:JimHumbert, epoch:1363444962, text:Exposing Common Core: Kids are being indoctrinated with extreme leftist ideology – Glenn Beck http://t.co/jaLSc9hhyK, followers_count:1006, statuses_count:31896, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 297321912877596672 99 7.218162 2013-2014-baseline# TResult(id:297321912877596672, rsv:7.218161582946777, screen_name:DevEdOrg, epoch:1359722042, text:Common Core raises the bar for ISAT - http://t.co/m0KfzDYS powered by KHQA http://t.co/Onj4uIEo #CommonCore #DevEd, followers_count:904, statuses_count:2755, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 311521682923855872 100 7.218162 2013-2014-baseline# TResult(id:311521682923855872, rsv:7.218161582946777, screen_name:njeducation, epoch:1363107531, text:Synchronous Editing with Google Docs to Teach the Common Core by @CTuckerEnglish http://t.co/sPjzD4lspj, followers_count:276, statuses_count:853, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 301743875293315073 101 7.218162 2013-2014-baseline# TResult(id:301743875293315073, rsv:7.218161582946777, screen_name:MOConservTchr, epoch:1360776320, text:#Missouri #Education Watchdog: Another State Legislative Hearing on the Common Core Standards http://t.co/nyrXgIAd #Kansas #tctot, followers_count:268, statuses_count:833, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 302820121121026048 102 7.218162 2013-2014-baseline# TResult(id:302820121121026048, rsv:7.218161582946777, screen_name:BettinaStaudt, epoch:1361032917, text:Teachers Begin Their Own Common Core Lesson Plans Even Without Textbooks http://t.co/I75mALoq via @zite, followers_count:21, statuses_count:169, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 299886780113645568 103 7.218162 2013-2014-baseline# TResult(id:299886780113645568, rsv:7.218161582946777, screen_name:CognitiveCoachJ, epoch:1360333554, text:For Libraries, the Common Core Presents Extraordinary Opportunity | @scoopit via @Core2Class http://t.co/FXv1Cyir, followers_count:80, statuses_count:624, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 299895261004705792 104 7.218162 2013-2014-baseline# TResult(id:299895261004705792, rsv:7.218161582946777, screen_name:PearlCohnHS, epoch:1360335576, text:Common Core Literacy Focus: Cite Direct Evidence &amp; Draw Inferences From a Text, followers_count:35, statuses_count:959, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 302388166558633984 105 7.218162 2013-2014-baseline# TResult(id:302388166558633984, rsv:7.218161582946777, screen_name:EdTech_K12, epoch:1360929931, text:New @Scholastic website helps teachers and parents understand the Common Core http://t.co/DZxrutjA #edchat #standards, followers_count:666, statuses_count:3547, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 314115696382578690 106 7.218162 2013-2014-baseline# TResult(id:314115696382578690, rsv:7.218161582946777, screen_name:AverageVoter, epoch:1363725992, text:Why I oppose Common Core standards: Ravitch http://t.co/uO7vJma0f2 #teaparty #tcot #CommonCore  Marxism in Education http://t.co/Z9gE6BqsYY, followers_count:4960, statuses_count:23377, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 306448982635327489 107 7.218162 2013-2014-baseline# TResult(id:306448982635327489, rsv:7.218161582946777, screen_name:willrich45, epoch:1361898105, text:Why I oppose Common Core standards: Ravitch http://t.co/fYxib04QLq Cogent and powerful. #edchat #ptchat, followers_count:174, statuses_count:17914, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 305329472549302274 108 7.218162 2013-2014-baseline# TResult(id:305329472549302274, rsv:7.218161582946777, screen_name:HighEnd_Gear, epoch:1361631193, text:Pathways to the Common Core: Accelerating Achievement by Lucy McCormick Calkins http://t.co/r1MNJ3sw1I, followers_count:3494, statuses_count:153859, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 298443591385239552 109 7.218162 2013-2014-baseline# TResult(id:298443591385239552, rsv:7.218161582946777, screen_name:PGRoom209, epoch:1359989471, text:The Common Core dictates WHAT to teach, not how to teach. #edchatma #CCSS, followers_count:387, statuses_count:2366, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
