MB147 Q0 318021105094897665 1 8.510438 2013-2013-baseline# TResult(id:318021105094897665, rsv:8.510437965393066, screen_name:ItsZakGodard, epoch:1364657114, text:The Victoria Secret commercials make commercials worth watching., followers_count:623, statuses_count:8101, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 317751184888827905 73 7.842641 2013-2013-baseline# TResult(id:317751184888827905, rsv:7.8426408767700195, screen_name:alfredosgirls, epoch:1364592760, text:I was eating and then a Victoria secret commercial came on *slowly pushes plate away*, followers_count:392, statuses_count:13437, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 308742784548999169 74 7.842641 2013-2013-baseline# TResult(id:308742784548999169, rsv:7.8426408767700195, screen_name:MaggieDeGroat, epoch:1362444990, text:Shout out to the Victoria secret commercials on pandora for helping me say "no" to cake, followers_count:250, statuses_count:4781, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 298238842249543682 75 7.842641 2013-2013-baseline# TResult(id:298238842249543682, rsv:7.8426408767700195, screen_name:HeersBuilding, epoch:1359940655, text:Go easy now....don't hate RT @kac044: Is this a Victoria's Secret commercial?, followers_count:117, statuses_count:1119, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 316682669142441985 76 7.842641 2013-2013-baseline# TResult(id:316682669142441985, rsv:7.8426408767700195, screen_name:ana23pc, epoch:1364338006, text:While eating my dinner a Victoria secret commercial comes on and I just push my food away #ugh, followers_count:594, statuses_count:6247, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 308565894001467393 77 7.842641 2013-2013-baseline# TResult(id:308565894001467393, rsv:7.8426408767700195, screen_name:CatTouchThis, epoch:1362402816, text:Stop trying to sell me bras Victoria Secret. Your commercials just make me feel bad., followers_count:26, statuses_count:1685, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 298228121612742656 78 7.842641 2013-2013-baseline# TResult(id:298228121612742656, rsv:7.8426408767700195, screen_name:nick22lynch, epoch:1359938099, text:"@camille_houston: “@Salena_Gehrig: Now we wait for the Victoria's Secret commercial. 😍”🙏🙏🙏🙌🙏🙏🙏🙌🙏🙌🙌🙌🙌 AMENNNNN" yes., followers_count:251, statuses_count:1426, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 309111199650439168 79 7.842641 2013-2013-baseline# TResult(id:309111199650439168, rsv:7.8426408767700195, screen_name:bibbsbjork, epoch:1362532827, text:Every time I see a Victoria's Secret commercial it makes me want to punch myself in the face, followers_count:75, statuses_count:11, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 309119089123667968 80 7.842641 2013-2013-baseline# TResult(id:309119089123667968, rsv:7.8426408767700195, screen_name:themainerachel, epoch:1362534708, text:I really hate Victoria's Secret commercials. Way to make girls feel shit about their bodies., followers_count:427, statuses_count:69093, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 316734930182881281 81 7.833673 2013-2013-baseline# TResult(id:316734930182881281, rsv:7.833673477172852, screen_name:MrPart2, epoch:1364350466, text:Just heard "Sweet Talk" by Kito &amp; Reija Lee in a Victoria's Secret commercial. First, Sleigh Bells, who's next!?, followers_count:844, statuses_count:18003, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 298242138972512257 82 7.833673 2013-2013-baseline# TResult(id:298242138972512257, rsv:7.833673477172852, screen_name:rollsroyce22_, epoch:1359941441, text:Waiting for that Victoria secret commercial hahaha .! I think every guy is just waiting for it . &lt;333, followers_count:50, statuses_count:61, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 317673669939826690 83 7.833673 2013-2013-baseline# TResult(id:317673669939826690, rsv:7.833673477172852, screen_name:taliaaa_x, epoch:1364574279, text:Lmfao there was a Victorias Secret commercial on and the Asian guy walked out of the room and was staring and looked away when I saw him😂, followers_count:133, statuses_count:16764, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 316373855142817792 84 7.833673 2013-2013-baseline# TResult(id:316373855142817792, rsv:7.833673477172852, screen_name:KatiMakeItRayne, epoch:1364264379, text:The Victoria's secret commercial comes on and my brother says "well the car is sexy!" Should I be worried? #TheWomenAreSexy #AreYouGay, followers_count:534, statuses_count:20318, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 310802015846555648 85 7.833673 2013-2013-baseline# TResult(id:310802015846555648, rsv:7.833673477172852, screen_name:anabrayyy, epoch:1362935949, text:A Victoria's secret commercial came on and I put my pasta in the trash and grabbed an apple instead ugh I hate skinny girls, followers_count:218, statuses_count:4262, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 300267669049970689 86 7.833673 2013-2013-baseline# TResult(id:300267669049970689, rsv:7.833673477172852, screen_name:sierrakirby3, epoch:1360424365, text:Jane Mapes told me she saw a Victoria's Secret commercial the other day and the model looked exactly like me! What a compliment! 😊😊, followers_count:329, statuses_count:16187, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 317040158077747200 87 7.833673 2013-2013-baseline# TResult(id:317040158077747200, rsv:7.833673477172852, screen_name:AlTmimi500, epoch:1364423238, text:"@LoveCaandiceS: Victoria's Secret Very Sexy TV Commercial (Summer 2013) ♥ @angelcandice @VictoriasSecret http://t.co/QBLh2IlQCT", followers_count:72, statuses_count:650, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 298410695484121088 88 7.833673 2013-2013-baseline# TResult(id:298410695484121088, rsv:7.833673477172852, screen_name:Nawary_B, epoch:1359981628, text:Want to make yourself feel bad ? Go watch a Victoria's Secret fashion show or commercial.. I'm sure that'll do the trick., followers_count:215, statuses_count:18163, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 308453260140900354 89 7.833673 2013-2013-baseline# TResult(id:308453260140900354, rsv:7.833673477172852, screen_name:Suhbrenuh83, epoch:1362375962, text:Lmao my dads face every time a Victoria Secret commercial comes on is priceless! Then you hear my mom in the background😂, followers_count:112, statuses_count:1227, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 302480437056524289 90 7.833673 2013-2013-baseline# TResult(id:302480437056524289, rsv:7.833673477172852, screen_name:AleDiva1, epoch:1360951930, text:@WarnerBrosEnt My favorite moment is when I see the commercials and see the victoria secrets Alessandra Ambrosio, she is very sexy!, followers_count:94, statuses_count:3068, lang:null, in_reply_to_status_id:302479800155656192, in_reply_to_user_id:23560015, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 298227547001466880 91 7.833673 2013-2013-baseline# TResult(id:298227547001466880, rsv:7.833673477172852, screen_name:Caj357, epoch:1359937962, text:They better have Victoria Secret commercials for the guys, if they put the Calvin Klein one for the girls. #wouldntbefair, followers_count:168, statuses_count:13256, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 316351222644867072 92 7.833673 2013-2013-baseline# TResult(id:316351222644867072, rsv:7.833673477172852, screen_name:JCath09, epoch:1364258983, text:That Victoria secret commercial that was just on&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;, followers_count:209, statuses_count:3291, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 316571566244769794 93 7.833673 2013-2013-baseline# TResult(id:316571566244769794, rsv:7.833673477172852, screen_name:Shiiilo_getloww, epoch:1364311517, text:When you watch a Victoria Secret commercial with your Chief and all he says "Well thats not authorized" bahah 😂😂😂, followers_count:363, statuses_count:549, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 311966509855547392 94 7.833673 2013-2013-baseline# TResult(id:311966509855547392, rsv:7.833673477172852, screen_name:six09sfinest, epoch:1363213586, text:Great white, blue dream, granddaddy purple, Victoria secret commercials maybe controversial but I enjoy em while Im gettin oral, followers_count:213, statuses_count:5035, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 316734552703918080 95 7.818860 2013-2013-baseline# TResult(id:316734552703918080, rsv:7.818860054016113, screen_name:katiemash1030, epoch:1364350376, text:The new Victoria's Secret commercial is set at a car lot... Why would you be walking around in your bra and panties at a car lot? 😂, followers_count:286, statuses_count:8272, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 317810525901840384 96 7.818860 2013-2013-baseline# TResult(id:317810525901840384, rsv:7.818860054016113, screen_name:gucci_queen13, epoch:1364606908, text:*Victoria Secret commercial comes on*  Me:Gosh I told them not to put me on this one!  Brooke:Dang I know dude they used me on there too, followers_count:473, statuses_count:12787, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 309125623840919552 97 7.818860 2013-2013-baseline# TResult(id:309125623840919552, rsv:7.818860054016113, screen_name:ArenIsNotDope, epoch:1362536266, text:"@RobertoRoboto_: Tf is DDD those must be some HUGE boobs. I saw it on a victoria secret commercial. o.o" fat people Robert... fat people., followers_count:197, statuses_count:2267, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 305092565701632000 98 7.352307 2013-2013-baseline# TResult(id:305092565701632000, rsv:7.352307319641113, screen_name:firmallure, epoch:1361574710, text:Victoria's Secret Small Round Cosmetic Bag (I Love Victoria's Secret) 5inch across | Victorias Secret Bag http://t.co/F5LfAeKFqQ, followers_count:5, statuses_count:193901, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 317268005241364481 99 6.956329 2013-2013-baseline# TResult(id:317268005241364481, rsv:6.956329345703125, screen_name:sandrasmith88, epoch:1364477561, text:#7: VICTORIA SECRET by Victoria's Secret for WOMEN: SECRET CHARM BODY MIST 8.4 OZ http://t.co/HAABx8IFE2 #shopping #sale, followers_count:8, statuses_count:123663, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 317540685320429568 100 6.956329 2013-2013-baseline# TResult(id:317540685320429568, rsv:6.956329345703125, screen_name:fashionsale365, epoch:1364542573, text:#7: VICTORIA SECRET by Victoria's Secret for WOMEN: SECRET CHARM BODY MIST 8.4 OZ http://t.co/4qA3a8nXw9 #fragrance, followers_count:2, statuses_count:61459, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 315080747012718592 101 6.956329 2013-2013-baseline# TResult(id:315080747012718592, rsv:6.956329345703125, screen_name:sandrasmith88, epoch:1363956078, text:#4: VICTORIA SECRET by Victoria's Secret for WOMEN: SECRET CHARM BODY MIST 8.4 OZ http://t.co/FfVrsLHocG #shopping #sale, followers_count:8, statuses_count:119509, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 315412323521134592 102 6.956329 2013-2013-baseline# TResult(id:315412323521134592, rsv:6.956329345703125, screen_name:sandrasmith88, epoch:1364035132, text:#3: VICTORIA SECRET by Victoria's Secret for WOMEN: SECRET CHARM BODY MIST 8.4 OZ http://t.co/6eaMYjeEUt #shopping #sale, followers_count:8, statuses_count:120166, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 317243829256323072 103 6.956329 2013-2013-baseline# TResult(id:317243829256323072, rsv:6.956329345703125, screen_name:fashionsale365, epoch:1364471797, text:#7: VICTORIA SECRET by Victoria's Secret for WOMEN: SECRET CHARM BODY MIST 8.4 OZ http://t.co/YyyWR4jZ9S #fragrance, followers_count:2, statuses_count:61309, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 310434385126109184 104 6.571156 2013-2013-baseline# TResult(id:310434385126109184, rsv:6.571155548095703, screen_name:NemosNicee, epoch:1362848299, text:“@Jazminesilver: Victoria secret bikinis &amp;gt;” Victoria secret anything &gt; lol, followers_count:872, statuses_count:32418, lang:null, in_reply_to_status_id:310433477071892481, in_reply_to_user_id:435459234, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 306401096266571776 105 6.571156 2013-2013-baseline# TResult(id:306401096266571776, rsv:6.571155548095703, screen_name:beautyppa1, epoch:1361886688, text:Victoria's Secret Bombshell Seduction Shimmer Lotion 6.7 oz | Body Lotion Victoria Secret http://t.co/nNunVfC5z1, followers_count:21, statuses_count:206200, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 313387774927568897 106 6.571156 2013-2013-baseline# TResult(id:313387774927568897, rsv:6.571155548095703, screen_name:IsabelCiba, epoch:1363552442, text:i’m a victoria’s secret model. it’s such a secret that not even victoria knows., followers_count:700, statuses_count:404, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 313128269148983296 107 6.571156 2013-2013-baseline# TResult(id:313128269148983296, rsv:6.571155548095703, screen_name:Shaermartin, epoch:1363490571, text:I'm a Victoria's Secret Model. It's such a secret that not even Victoria knows., followers_count:149, statuses_count:6534, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 313835588161777664 108 6.571156 2013-2013-baseline# TResult(id:313835588161777664, rsv:6.571155548095703, screen_name:AdiLishchyna, epoch:1363659209, text:i’m a victoria’s secret model. it’s such a secret that not even victoria knows, followers_count:163, statuses_count:3217, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 311994234179813377 109 6.571156 2013-2013-baseline# TResult(id:311994234179813377, rsv:6.571155548095703, screen_name:JulieAnnBrooks, epoch:1363220196, text:If she thinks Victoria's Secret is a secret about your friend Victoria.. #ShesTooYoungForYouBro, followers_count:444, statuses_count:14322, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
