MB099 Q0 34643181832241154 1 5.818180 2011-2012-baseline# TResult(id:34643181832241154, rsv:5.818179607391357, screen_name:TrendsGoogle, epoch:1297094552, text:superbowl score by quarter, best superbowl commercials 2011, ...: superbowl score by quarter best superbowl commercials 2011 super bo..., followers_count:17, statuses_count:2655, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34317891583090688 2 5.162620 2011-2012-baseline# TResult(id:34317891583090688, rsv:5.162619590759277, screen_name:ChristineStfu, epoch:1297016997, text:Gonna shower then wait for the Superbowl to come on. I just wanna watch the commercials lol. Superbowl commercials are the best/funniest., followers_count:291, statuses_count:44634, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34392758349205504 72 3.937597 2011-2012-baseline# TResult(id:34392758349205504, rsv:3.9375972747802734, screen_name:GottaB_Juanie_G, epoch:1297034847, text:Yo superbowl commercials are #priceless lmao, followers_count:218, statuses_count:10260, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34402712422457344 73 3.937597 2011-2012-baseline# TResult(id:34402712422457344, rsv:3.9375972747802734, screen_name:t_whittaker, epoch:1297037220, text:Jeeze these superbowl commercials are sweet #cowboysandaliens, followers_count:106, statuses_count:155, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34404682281517056 74 3.937597 2011-2012-baseline# TResult(id:34404682281517056, rsv:3.9375972747802734, screen_name:shelbibearden, epoch:1297037690, text:The Superbowl commercials are the best!, followers_count:380, statuses_count:1392, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34405295727841281 75 3.937597 2011-2012-baseline# TResult(id:34405295727841281, rsv:3.9375972747802734, screen_name:MagiicCiity, epoch:1297037836, text:SuperBowl have the best commercials lol, followers_count:75, statuses_count:91, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34405456252243968 76 3.937597 2011-2012-baseline# TResult(id:34405456252243968, rsv:3.9375972747802734, screen_name:lescooter, epoch:1297037874, text:Superbowl commercials so far.... So funny, followers_count:460, statuses_count:1789, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34405551823659008 77 3.937597 2011-2012-baseline# TResult(id:34405551823659008, rsv:3.9375972747802734, screen_name:ILoveSuccessss, epoch:1297037897, text:these superbowl commercials are something else lmao, followers_count:825, statuses_count:12254, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34396995317669888 78 3.937597 2011-2012-baseline# TResult(id:34396995317669888, rsv:3.9375972747802734, screen_name:illWatson, epoch:1297035857, text:Superbowl commercials....not funny, followers_count:1004, statuses_count:16203, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34397007535816704 79 3.937597 2011-2012-baseline# TResult(id:34397007535816704, rsv:3.9375972747802734, screen_name:mayarosehuthert, epoch:1297035860, text:I love Superbowl commercials :), followers_count:89, statuses_count:9373, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34397443034451969 80 3.937597 2011-2012-baseline# TResult(id:34397443034451969, rsv:3.9375972747802734, screen_name:_JeLaime, epoch:1297035964, text:I Watch Superbowl Just For The Commercials, followers_count:318, statuses_count:11752, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34397512055914496 81 3.937597 2011-2012-baseline# TResult(id:34397512055914496, rsv:3.9375972747802734, screen_name:AliciaLeleRenee, epoch:1297035980, text:Doritos has the best superbowl commercials lmao, followers_count:159, statuses_count:4413, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34397552908443648 82 3.937597 2011-2012-baseline# TResult(id:34397552908443648, rsv:3.9375972747802734, screen_name:javan_cole92, epoch:1297035990, text:The best commercials come on superbowl time, followers_count:475, statuses_count:4938, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34413636835352576 83 3.937597 2011-2012-baseline# TResult(id:34413636835352576, rsv:3.9375972747802734, screen_name:947_QDR, epoch:1297039825, text:Doritos Superbowl Commercial- Pug Attack http://fb.me/Ammjgroc, followers_count:31, statuses_count:4236, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34407947408773120 84 3.937597 2011-2012-baseline# TResult(id:34407947408773120, rsv:3.9375972747802734, screen_name:ProfessorOrtega, epoch:1297038468, text:Superbowl commercials are beat this year, followers_count:80, statuses_count:2009, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34383906258169856 85 3.937597 2011-2012-baseline# TResult(id:34383906258169856, rsv:3.9375972747802734, screen_name:UHateThtULoveMe, epoch:1297032736, text:Can't wait to see the superbowl commercials, followers_count:240, statuses_count:7644, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34677506766282752 86 3.937597 2011-2012-baseline# TResult(id:34677506766282752, rsv:3.9375972747802734, screen_name:mkijaan, epoch:1297102736, text:Best Superbowl Commercials 2011 http://j.mp/g3ItbV via @AddToAny, followers_count:1, statuses_count:3653, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34366390790135808 87 3.937597 2011-2012-baseline# TResult(id:34366390790135808, rsv:3.9375972747802734, screen_name:EricLavenderJr, epoch:1297028560, text:I'm wondering about the superbowl commercials., followers_count:158, statuses_count:4232, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 30765318196428801 88 3.937597 2011-2012-baseline# TResult(id:30765318196428801, rsv:3.9375972747802734, screen_name:8fall, epoch:1296169998, text:@SarahMindek #Fox bans #Christian Superbowl commercial bit.ly/e2THnM, followers_count:71, statuses_count:2197, lang:null, in_reply_to_status_id:30738583585300481, in_reply_to_user_id:22881038, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 33057451687284736 89 3.935102 2011-2012-baseline# TResult(id:33057451687284736, rsv:3.9351024627685547, screen_name:HeidiFierce, epoch:1296716485, text:I love the superbowl commercial with the cute old men, followers_count:119, statuses_count:4222, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 33007358498050048 90 3.935102 2011-2012-baseline# TResult(id:33007358498050048, rsv:3.9351024627685547, screen_name:805Cooper, epoch:1296704542, text:I can't wait until the Superbowl commercials!, followers_count:293, statuses_count:5115, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34264532285136896 91 3.935102 2011-2012-baseline# TResult(id:34264532285136896, rsv:3.9351024627685547, screen_name:amanduuuhx, epoch:1297004275, text:only watching the superbowl for the commercials., followers_count:152, statuses_count:4358, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34271384771239936 92 3.935102 2011-2012-baseline# TResult(id:34271384771239936, rsv:3.9351024627685547, screen_name:gaelynwrites, epoch:1297005909, text:SuperBowl Sunday = card games and commercials, followers_count:13, statuses_count:47, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34271723293655040 93 3.935102 2011-2012-baseline# TResult(id:34271723293655040, rsv:3.9351024627685547, screen_name:ScienceClub, epoch:1297005990, text:Breadsoda for the SuperBowl Commercials 4pm on..., followers_count:1022, statuses_count:1335, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34111052144713728 94 3.935102 2011-2012-baseline# TResult(id:34111052144713728, rsv:3.9351024627685547, screen_name:naeSoHigh, epoch:1296967683, text:Can't wait to see the superbowl commercials they be hilarious, followers_count:572, statuses_count:14610, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 33935515124236289 95 3.935102 2011-2012-baseline# TResult(id:33935515124236289, rsv:3.9351024627685547, screen_name:TMoniquePrice, epoch:1296925831, text:These old superbowl commercials are killin me!!, followers_count:324, statuses_count:10019, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 33927447556653056 96 3.935102 2011-2012-baseline# TResult(id:33927447556653056, rsv:3.9351024627685547, screen_name:WendyMartinArt, epoch:1296923908, text:@KarenMusings You're going to eat Superbowl commercials?, followers_count:879, statuses_count:19204, lang:null, in_reply_to_status_id:33927245563166720, in_reply_to_user_id:99201315, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 33937666676359168 97 3.935102 2011-2012-baseline# TResult(id:33937666676359168, rsv:3.9351024627685547, screen_name:BeliebInDreamin, epoch:1296926344, text:I wanna see Justin's commercial during the Superbowl., followers_count:437, statuses_count:3232, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34306061703839744 98 3.935102 2011-2012-baseline# TResult(id:34306061703839744, rsv:3.9351024627685547, screen_name:bluemarble001, epoch:1297014177, text:Watch this 2011 SuperBowl Commercial you will die laughing http://www.youtube.com/watch?v=k57afXOHIuU, followers_count:114, statuses_count:1519, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34339860957372416 99 3.935102 2011-2012-baseline# TResult(id:34339860957372416, rsv:3.9351024627685547, screen_name:ToysPlayland, epoch:1297022235, text:Looking forward to seeing all the commercials during Superbowl.., followers_count:254, statuses_count:142, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34335333772435457 100 3.935102 2011-2012-baseline# TResult(id:34335333772435457, rsv:3.9351024627685547, screen_name:paul_barr, epoch:1297021156, text:I'm ready to see @KimKardashian 's superbowl commercial!, followers_count:324, statuses_count:4608, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34635937354878976 101 3.935102 2011-2012-baseline# TResult(id:34635937354878976, rsv:3.9351024627685547, screen_name:chicagofabulous, epoch:1297092825, text:Superbowl XLV – Dorito’s “Finger Lick” Commercial http://goo.gl/fb/0qMmb, followers_count:2001, statuses_count:22060, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34511973282619392 102 3.935102 2011-2012-baseline# TResult(id:34511973282619392, rsv:3.9351024627685547, screen_name:oskarrodriguez, epoch:1297063270, text:Celebrating ma buddies Superbowl commercial booking!! Boom, followers_count:222, statuses_count:4977, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34505708569366528 103 3.935102 2011-2012-baseline# TResult(id:34505708569366528, rsv:3.9351024627685547, screen_name:SeaSen_77, epoch:1297061776, text:Some of the superbowl commercials hardly made sense!, followers_count:113, statuses_count:391, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34383443429171200 104 3.935102 2011-2012-baseline# TResult(id:34383443429171200, rsv:3.9351024627685547, screen_name:Lia_Traimaine, epoch:1297032626, text:see lmao...superbowl commercials are da shit, followers_count:318, statuses_count:18453, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34383468519493632 105 3.935102 2011-2012-baseline# TResult(id:34383468519493632, rsv:3.9351024627685547, screen_name:b_lafourche, epoch:1297032632, text:Superbowl commercials &gt; the actual game, followers_count:249, statuses_count:19702, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34462578092539904 106 3.935102 2011-2012-baseline# TResult(id:34462578092539904, rsv:3.9351024627685547, screen_name:kimkhloekourt, epoch:1297051493, text:@KimKardashian I loved your commercial during the superbowl, followers_count:145, statuses_count:1570, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34466043959181312 107 3.935102 2011-2012-baseline# TResult(id:34466043959181312, rsv:3.9351024627685547, screen_name:jackattck25, epoch:1297052319, text:Disappointing Superbowl... almost no funny commercials., followers_count:41, statuses_count:435, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34421427092328448 108 3.935102 2011-2012-baseline# TResult(id:34421427092328448, rsv:3.9351024627685547, screen_name:MyNiggaKevin, epoch:1297041682, text:Man i love the superbowl commercials! :D haha', followers_count:34, statuses_count:1489, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34421986058833920 109 3.935102 2011-2012-baseline# TResult(id:34421986058833920, rsv:3.9351024627685547, screen_name:xo_briana, epoch:1297041815, text:If that wasn't the most awkward Superbowl commercial...., followers_count:341, statuses_count:30561, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34443501433257984 110 3.935102 2011-2012-baseline# TResult(id:34443501433257984, rsv:3.9351024627685547, screen_name:shanaybay, epoch:1297046945, text:What's y'all favorite superbowl commercial? :D, followers_count:149, statuses_count:2838, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34436866245664770 111 3.935102 2011-2012-baseline# TResult(id:34436866245664770, rsv:3.9351024627685547, screen_name:YeahThatsAndi, epoch:1297045363, text:@jaece13 I'm just overall disappointed with this years superbowl commercials, followers_count:143, statuses_count:2637, lang:null, in_reply_to_status_id:34435760593575937, in_reply_to_user_id:27459191, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34440143951634432 112 3.935102 2011-2012-baseline# TResult(id:34440143951634432, rsv:3.9351024627685547, screen_name:QuinnysAslut, epoch:1297046144, text:These superbowl commercials are so weird :), followers_count:73, statuses_count:6966, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34440509141286912 113 3.935102 2011-2012-baseline# TResult(id:34440509141286912, rsv:3.9351024627685547, screen_name:KateGrand, epoch:1297046231, text:@danharmon We don't get the Superbowl commercials in Canada #Tragedyornot, followers_count:55, statuses_count:1191, lang:null, in_reply_to_status_id:34436493455921152, in_reply_to_user_id:18708466, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34446874601586688 114 3.935102 2011-2012-baseline# TResult(id:34446874601586688, rsv:3.9351024627685547, screen_name:tvmediagurugirl, epoch:1297047749, text:@KimKardashian your superbowl commercial for sketchers was HOT!, followers_count:109, statuses_count:825, lang:null, in_reply_to_status_id:34437434661937154, in_reply_to_user_id:25365536, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34426423116562433 115 3.935102 2011-2012-baseline# TResult(id:34426423116562433, rsv:3.9351024627685547, screen_name:JBieber4lyf, epoch:1297042873, text:@justinbieber Definitely worth watching the Superbowl! FAVORITE COMMERCIAL!, followers_count:1506, statuses_count:5299, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34430907720925184 116 3.935102 2011-2012-baseline# TResult(id:34430907720925184, rsv:3.9351024627685547, screen_name:JBiebsTroop, epoch:1297043942, text:So that was a beast superbowl commercial yezir, followers_count:358, statuses_count:27383, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
