MB128 Q0 304306200781156352 1 5.987014 2013-2013-baseline# TResult(id:304306200781156352, rsv:5.987013816833496, screen_name:amaadius, epoch:1361387226, text:amadius**** Shop online safely and securely on Phoenix Online Clothing:   Phoenixo Online Clothing is an onlin... http://t.co/K7MiKNSQ, followers_count:72, statuses_count:3851, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 312455632806617088 69 4.110516 2013-2013-baseline# TResult(id:312455632806617088, rsv:4.11051607131958, screen_name:Dodsmann, epoch:1363330202, text:Clothing &amp; Fashion Online http://t.co/7jljqUNGGi, followers_count:248, statuses_count:509, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 310284870746271744 70 4.108022 2013-2013-baseline# TResult(id:310284870746271744, rsv:4.1080217361450195, screen_name:CamilasOnesie, epoch:1362812652, text:do u ever just look at clothes online and cry, followers_count:498, statuses_count:8426, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 312040254095900672 71 4.108022 2013-2013-baseline# TResult(id:312040254095900672, rsv:4.1080217361450195, screen_name:ellerybohrmann, epoch:1363231168, text:my hobbies include looking at wildfox clothes online and crying, followers_count:87, statuses_count:3397, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 297453114913611777 72 4.108022 2013-2013-baseline# TResult(id:297453114913611777, rsv:4.1080217361450195, screen_name:BeausBambino, epoch:1359753323, text:Any online clothes shops that aren't overly expensive ?, followers_count:1421, statuses_count:11038, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 313676171084718080 73 4.108022 2013-2013-baseline# TResult(id:313676171084718080, rsv:4.1080217361450195, screen_name:_courtneyryder, epoch:1363621201, text:looking at clothes online, depressing myself and what not, followers_count:2596, statuses_count:18822, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 303345227018665984 74 4.108022 2013-2013-baseline# TResult(id:303345227018665984, rsv:4.1080217361450195, screen_name:SarahJacquelynK, epoch:1361158112, text:@AlexAlexHenson then you probably don't look at clothes online, followers_count:69, statuses_count:639, lang:null, in_reply_to_status_id:303343724019212289, in_reply_to_user_id:778864694, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 313274788779020288 75 4.108022 2013-2013-baseline# TResult(id:313274788779020288, rsv:4.1080217361450195, screen_name:Michellebabym, epoch:1363525504, text:Wow! online shopping clothes is reached!, followers_count:131, statuses_count:8466, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 311721788977594369 76 4.108022 2013-2013-baseline# TResult(id:311721788977594369, rsv:4.1080217361450195, screen_name:_leessliee, epoch:1363155240, text:looking at clothes online at 1:00 am, followers_count:176, statuses_count:9859, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 300730187522379777 77 4.108022 2013-2013-baseline# TResult(id:300730187522379777, rsv:4.1080217361450195, screen_name:MontaDambrova, epoch:1360534638, text:never looked at clothes online for this long D:, followers_count:234, statuses_count:2865, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 307521722016485377 78 4.108022 2013-2013-baseline# TResult(id:307521722016485377, rsv:4.1080217361450195, screen_name:LaptopFortunes, epoch:1362153866, text:Online baby clothing firm has struck gold with award http://t.co/0ueRkyo7SX, followers_count:55, statuses_count:54, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 304924319547551745 79 4.108022 2013-2013-baseline# TResult(id:304924319547551745, rsv:4.1080217361450195, screen_name:katedj_, epoch:1361534597, text:Do you ever just look at clothes online and cry, followers_count:99, statuses_count:15990, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 309025644237434880 80 4.108022 2013-2013-baseline# TResult(id:309025644237434880, rsv:4.1080217361450195, screen_name:kimberly_8367, epoch:1362512429, text:I look at clothes online but never actually buy anything, followers_count:137, statuses_count:1689, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 298236774478667776 81 4.108022 2013-2013-baseline# TResult(id:298236774478667776, rsv:4.1080217361450195, screen_name:_zombiex, epoch:1359940162, text:I'm about to start buying all my clothes online., followers_count:316, statuses_count:1132, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 315827207295619072 82 4.108022 2013-2013-baseline# TResult(id:315827207295619072, rsv:4.1080217361450195, screen_name:Heyy_Banana, epoch:1364134048, text:Clothes online are distracting me again :(, followers_count:155, statuses_count:554, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 311599860568690688 83 4.108022 2013-2013-baseline# TResult(id:311599860568690688, rsv:4.1080217361450195, screen_name:ebrown_95, epoch:1363126170, text:Do you ever just look at clothes online and cry, followers_count:165, statuses_count:998, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 306180022866161664 84 4.108022 2013-2013-baseline# TResult(id:306180022866161664, rsv:4.1080217361450195, screen_name:h4rryloveme, epoch:1361833980, text:*looks at cute clothes online* *cries*, followers_count:316, statuses_count:29620, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 310222606303375361 85 4.108022 2013-2013-baseline# TResult(id:310222606303375361, rsv:4.1080217361450195, screen_name:AylaSisco24, epoch:1362797807, text:Buying clothes online &gt;&gt;&gt;, followers_count:102, statuses_count:1614, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 308651919184887808 86 4.108022 2013-2013-baseline# TResult(id:308651919184887808, rsv:4.1080217361450195, screen_name:KatyFrost12, epoch:1362423326, text:Looking online at clothes is fatal #tryingtoresist #savethemoney #temptation #asos, followers_count:340, statuses_count:400, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 313385493226201088 87 4.108022 2013-2013-baseline# TResult(id:313385493226201088, rsv:4.1080217361450195, screen_name:andresroblesPA, epoch:1363551898, text:I'm diggin' the clothing I'm finding online., followers_count:94, statuses_count:5434, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 307539799441567744 88 4.108022 2013-2013-baseline# TResult(id:307539799441567744, rsv:4.1080217361450195, screen_name:x_Keith, epoch:1362158176, text:Lemme just do some clothes shopping online., followers_count:300, statuses_count:103191, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 310185344127619072 89 4.108022 2013-2013-baseline# TResult(id:310185344127619072, rsv:4.1080217361450195, screen_name:haley_patton27, epoch:1362788923, text:spending my evening looking online at summer clothes ☀👙👌, followers_count:129, statuses_count:2717, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 301028931027484672 90 4.108022 2013-2013-baseline# TResult(id:301028931027484672, rsv:4.1080217361450195, screen_name:JasperMWright, epoch:1360605864, text:How to make money online selling used baby clothes http://t.co/QKOLakR9, followers_count:178, statuses_count:595792, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 300122961363496961 91 4.108022 2013-2013-baseline# TResult(id:300122961363496961, rsv:4.1080217361450195, screen_name:JasperMWright, epoch:1360389864, text:How to make money online selling used baby clothes http://t.co/QKOLakR9, followers_count:178, statuses_count:593300, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 303838640742756352 92 4.108022 2013-2013-baseline# TResult(id:303838640742756352, rsv:4.1080217361450195, screen_name:UKnowJayScott, epoch:1361275751, text:computer programming aka look at clothes and sneakers online, followers_count:357, statuses_count:20989, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 300628966375563265 93 4.108022 2013-2013-baseline# TResult(id:300628966375563265, rsv:4.1080217361450195, screen_name:sianiiblewog, epoch:1360510505, text:Why am I looking at clothes online? #TeasingMySelf 👗👠, followers_count:529, statuses_count:2660, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 306110779126595584 94 4.108022 2013-2013-baseline# TResult(id:306110779126595584, rsv:4.1080217361450195, screen_name:momaha_owh, epoch:1361817471, text:Best online site to buy kids clothes?, followers_count:1154, statuses_count:3484, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 307932059161206784 95 4.108022 2013-2013-baseline# TResult(id:307932059161206784, rsv:4.1080217361450195, screen_name:KaiserNico, epoch:1362251698, text:@caitlin1Dxx I'm putting a vintage clothiers clothes online, followers_count:212, statuses_count:465, lang:null, in_reply_to_status_id:307930756691415040, in_reply_to_user_id:546897235, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 308764964053721088 96 4.108022 2013-2013-baseline# TResult(id:308764964053721088, rsv:4.1080217361450195, screen_name:Kaylee_Belll, epoch:1362450278, text:yay just bought some clothes online :), followers_count:226, statuses_count:9812, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 299585239020355584 97 4.108022 2013-2013-baseline# TResult(id:299585239020355584, rsv:4.1080217361450195, screen_name:Akeem_White, epoch:1360261661, text:That exciting wait after ordering clothes online &gt;, followers_count:376, statuses_count:8187, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 311099467526987777 98 4.108022 2013-2013-baseline# TResult(id:311099467526987777, rsv:4.1080217361450195, screen_name:caecasar, epoch:1363006867, text:Dou ever just look at clothes online and cry, followers_count:24, statuses_count:75, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 311102814589956097 99 4.108022 2013-2013-baseline# TResult(id:311102814589956097, rsv:4.1080217361450195, screen_name:faithkennedy67, epoch:1363007665, text:do u ever just look at clothes online and cry, followers_count:91, statuses_count:470, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 304712939213049856 100 4.108022 2013-2013-baseline# TResult(id:304712939213049856, rsv:4.1080217361450195, screen_name:DylanChrisman23, epoch:1361484200, text:I always seem to find better clothes online though., followers_count:302, statuses_count:2007, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 308578799866478592 101 4.108022 2013-2013-baseline# TResult(id:308578799866478592, rsv:4.1080217361450195, screen_name:zarith_sofea_, epoch:1362405893, text:mummy gave permission to buy clothes online!! weeeeeeeeee, followers_count:272, statuses_count:14407, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 301925736137228289 102 4.108022 2013-2013-baseline# TResult(id:301925736137228289, rsv:4.1080217361450195, screen_name:Tom_Obrain, epoch:1360819679, text:How to Return Your Online Clothing Order http://t.co/CeYJ0moL, followers_count:3, statuses_count:14006, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 310116490437357568 103 4.108022 2013-2013-baseline# TResult(id:310116490437357568, rsv:4.1080217361450195, screen_name:Awesome_Jokess, epoch:1362772507, text:do you ever just look at clothes online and cry, followers_count:183, statuses_count:14630, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 297840354034610176 104 4.108022 2013-2013-baseline# TResult(id:297840354034610176, rsv:4.1080217361450195, screen_name:jade_whelanx, epoch:1359845648, text:just gona look at clothes online and depress myself, followers_count:472, statuses_count:1433, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 310714719835144192 105 4.108022 2013-2013-baseline# TResult(id:310714719835144192, rsv:4.1080217361450195, screen_name:tasiamoorex, epoch:1362915136, text:get such a weird satisfaction out of ordering clothes online, followers_count:630, statuses_count:5544, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 312303513801732098 106 4.108022 2013-2013-baseline# TResult(id:312303513801732098, rsv:4.1080217361450195, screen_name:ripcurl153, epoch:1363293934, text:do you ever look at online clothes and cry?, followers_count:121, statuses_count:565, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 312273306394955777 107 4.108022 2013-2013-baseline# TResult(id:312273306394955777, rsv:4.1080217361450195, screen_name:_justblonde, epoch:1363286732, text:See so many clothes online that I want!, followers_count:822, statuses_count:4219, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 304355332862406658 108 4.108022 2013-2013-baseline# TResult(id:304355332862406658, rsv:4.1080217361450195, screen_name:ritasilvaclaro, epoch:1361398940, text:do u ever just look at clothes online and cry, followers_count:93, statuses_count:3638, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 314089259697049600 109 4.108022 2013-2013-baseline# TResult(id:314089259697049600, rsv:4.1080217361450195, screen_name:Its_Arlette, epoch:1363719689, text:i buy my clothes online is that wierd?, followers_count:104, statuses_count:2152, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 311903268135645186 110 4.108022 2013-2013-baseline# TResult(id:311903268135645186, rsv:4.1080217361450195, screen_name:darnboy1990, epoch:1363198508, text:Online shopping for holiday clothes done.. #buzzing #Rollon, followers_count:604, statuses_count:2279, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 304999846400622592 111 4.108022 2013-2013-baseline# TResult(id:304999846400622592, rsv:4.1080217361450195, screen_name:pikachufagg0t, epoch:1361552604, text:i just look at clothes online and cry, followers_count:972, statuses_count:18149, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 310854293659983874 112 4.108022 2013-2013-baseline# TResult(id:310854293659983874, rsv:4.1080217361450195, screen_name:PerfectMessss, epoch:1362948413, text:Just found the cutest online clothing shop. 😍😍🙌👗👚, followers_count:666, statuses_count:7423, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
